Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,4284867,10050,CVE-2018-8205,Windows Denial of Service Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1,4284826,10051,CVE-2018-8205,Windows Denial of Service Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1,4284867,10051,CVE-2018-8205,Windows Denial of Service Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),4284826,10049,CVE-2018-8205,Windows Denial of Service Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),4284867,10049,CVE-2018-8205,Windows Denial of Service Vulnerability
Windows Server 2012,4284855,10378,CVE-2018-8205,Windows Denial of Service Vulnerability
Windows Server 2012,4284846,10378,CVE-2018-8205,Windows Denial of Service Vulnerability
Windows Server 2012 (Server Core installation),4284855,10379,CVE-2018-8205,Windows Denial of Service Vulnerability
Windows Server 2012 (Server Core installation),4284846,10379,CVE-2018-8205,Windows Denial of Service Vulnerability
Windows Server 2012 R2,4284815,10483,CVE-2018-8205,Windows Denial of Service Vulnerability
Windows Server 2012 R2,4284878,10483,CVE-2018-8205,Windows Denial of Service Vulnerability
Windows Server 2012 R2 (Server Core installation),4284815,10543,CVE-2018-8205,Windows Denial of Service Vulnerability
Windows Server 2012 R2 (Server Core installation),4284878,10543,CVE-2018-8205,Windows Denial of Service Vulnerability
Windows 10 Version 1803 for 32-bit Systems,4284835,11497,CVE-2018-8205,Windows Denial of Service Vulnerability
Windows 10 Version 1803 for x64-based Systems,4284835,11498,CVE-2018-8205,Windows Denial of Service Vulnerability
Windows Server, version 1803  (Server Core Installation),4284835,11499,CVE-2018-8205,Windows Denial of Service Vulnerability
Windows 10 Version 1803 for 32-bit Systems,4284835,11497,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1803 for x64-based Systems,4284835,11498,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1703 for 32-bit Systems,4284874,10951,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1703 for x64-based Systems,4284874,10952,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1709 for 32-bit Systems,4284819,11453,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1709 for x64-based Systems,4284819,11454,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows Server, version 1709  (Server Core Installation),4284819,11466,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows 10 for 32-bit Systems,4284860,10729,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows 10 for x64-based Systems,4284860,10735,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4284880,10852,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1607 for x64-based Systems,4284880,10853,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows Server 2016,4284880,10816,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows Server 2016  (Server Core installation),4284880,10855,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4284826,10047,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4284867,10047,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows 7 for x64-based Systems Service Pack 1,4284826,10048,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows 7 for x64-based Systems Service Pack 1,4284867,10048,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,4284815,10481,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,4284878,10481,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows 8.1 for x64-based systems,4284815,10482,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows 8.1 for x64-based systems,4284878,10482,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows RT 8.1,4284815,10484,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,4234459,9312,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),4234459,10287,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for Itanium-Based Systems Service Pack 2,4234459,9311,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for x64-based Systems Service Pack 2,4234459,9318,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),4234459,9344,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,4284826,10050,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,4284867,10050,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1,4284826,10051,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1,4284867,10051,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),4284826,10049,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),4284867,10049,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012,4284855,10378,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012,4284846,10378,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012 (Server Core installation),4284855,10379,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012 (Server Core installation),4284846,10379,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012 R2,4284815,10483,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012 R2,4284878,10483,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012 R2 (Server Core installation),4284815,10543,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012 R2 (Server Core installation),4284878,10543,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows Server, version 1803  (Server Core Installation),4284835,11499,CVE-2018-8207,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1703 for 32-bit Systems,4284874,10951,CVE-2018-8208,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows 10 Version 1703 for x64-based Systems,4284874,10952,CVE-2018-8208,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows 10 Version 1803 for 32-bit Systems,4284835,11497,CVE-2018-8208,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows 10 Version 1803 for x64-based Systems,4284835,11498,CVE-2018-8208,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows 10 Version 1709 for 32-bit Systems,4284819,11453,CVE-2018-8208,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows 10 Version 1709 for x64-based Systems,4284819,11454,CVE-2018-8208,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4284880,10852,CVE-2018-8208,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows 10 Version 1607 for x64-based Systems,4284880,10853,CVE-2018-8208,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows Server 2016,4284880,10816,CVE-2018-8208,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows Server 2016  (Server Core installation),4284880,10855,CVE-2018-8208,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows Server, version 1803  (Server Core Installation),4284835,11499,CVE-2018-8208,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows Server, version 1709  (Server Core Installation),4284819,11466,CVE-2018-8208,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows Server, version 1709  (Server Core Installation),4284819,11466,CVE-2018-8209,Windows Wireless Network Profile Information Disclosure Vulnerability
Windows 10 Version 1703 for 32-bit Systems,4284874,10951,CVE-2018-8209,Windows Wireless Network Profile Information Disclosure Vulnerability
Windows 10 Version 1703 for x64-based Systems,4284874,10952,CVE-2018-8209,Windows Wireless Network Profile Information Disclosure Vulnerability
Windows 10 Version 1709 for 32-bit Systems,4284819,11453,CVE-2018-8209,Windows Wireless Network Profile Information Disclosure Vulnerability
Windows 10 Version 1709 for x64-based Systems,4284819,11454,CVE-2018-8209,Windows Wireless Network Profile Information Disclosure Vulnerability
Windows 10 for 32-bit Systems,4284860,10729,CVE-2018-8209,Windows Wireless Network Profile Information Disclosure Vulnerability
Windows 10 for x64-based Systems,4284860,10735,CVE-2018-8209,Windows Wireless Network Profile Information Disclosure Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4284880,10852,CVE-2018-8209,Windows Wireless Network Profile Information Disclosure Vulnerability
Windows 10 Version 1607 for x64-based Systems,4284880,10853,CVE-2018-8209,Windows Wireless Network Profile Information Disclosure Vulnerability
Windows Server 2016,4284880,10816,CVE-2018-8209,Windows Wireless Network Profile Information Disclosure Vulnerability
Windows Server 2016  (Server Core installation),4284880,10855,CVE-2018-8209,Windows Wireless Network Profile Information Disclosure Vulnerability
Windows 10 Version 1703 for 32-bit Systems,4284874,10951,CVE-2018-8210,Windows Remote Code Execution Vulnerability
Windows 10 Version 1703 for x64-based Systems,4284874,10952,CVE-2018-8210,Windows Remote Code Execution Vulnerability
Windows 10 Version 1803 for 32-bit Systems,4284835,11497,CVE-2018-8210,Windows Remote Code Execution Vulnerability
Windows 10 Version 1803 for x64-based Systems,4284835,11498,CVE-2018-8210,Windows Remote Code Execution Vulnerability
Windows Server, version 1803  (Server Core Installation),4284835,11499,CVE-2018-8210,Windows Remote Code Execution Vulnerability
Windows 10 Version 1709 for 32-bit Systems,4284819,11453,CVE-2018-8210,Windows Remote Code Execution Vulnerability
Windows 10 Version 1709 for x64-based Systems,4284819,11454,CVE-2018-8210,Windows Remote Code Execution Vulnerability
Windows Server, version 1709  (Server Core Installation),4284819,11466,CVE-2018-8210,Windows Remote Code Execution Vulnerability
Windows 10 for 32-bit Systems,4284860,10729,CVE-2018-8210,Windows Remote Code Execution Vulnerability
Windows 10 for x64-based Systems,4284860,10735,CVE-2018-8210,Windows Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4284880,10852,CVE-2018-8210,Windows Remote Code Execution Vulnerability
Windows 10 Version 1607 for x64-based Systems,4284880,10853,CVE-2018-8210,Windows Remote Code Execution Vulnerability
Windows Server 2016,4284880,10816,CVE-2018-8210,Windows Remote Code Execution Vulnerability
Windows Server 2016  (Server Core installation),4284880,10855,CVE-2018-8210,Windows Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,4284815,10481,CVE-2018-8210,Windows Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,4284878,10481,CVE-2018-8210,Windows Remote Code Execution Vulnerability
Windows 8.1 for x64-based systems,4284815,10482,CVE-2018-8210,Windows Remote Code Execution Vulnerability
Windows 8.1 for x64-based systems,4284878,10482,CVE-2018-8210,Windows Remote Code Execution Vulnerability
Windows RT 8.1,4284815,10484,CVE-2018-8210,Windows Remote Code Execution Vulnerability
Windows Server 2012,4284855,10378,CVE-2018-8210,Windows Remote Code Execution Vulnerability
Windows Server 2012,4284846,10378,CVE-2018-8210,Windows Remote Code Execution Vulnerability
Windows Server 2012 (Server Core installation),4284855,10379,CVE-2018-8210,Windows Remote Code Execution Vulnerability
Windows Server 2012 (Server Core installation),4284846,10379,CVE-2018-8210,Windows Remote Code Execution Vulnerability
Windows Server 2012 R2,4284815,10483,CVE-2018-8210,Windows Remote Code Execution Vulnerability
Windows Server 2012 R2,4284878,10483,CVE-2018-8210,Windows Remote Code Execution Vulnerability
Windows Server 2012 R2 (Server Core installation),4284815,10543,CVE-2018-8210,Windows Remote Code Execution Vulnerability
Windows Server 2012 R2 (Server Core installation),4284878,10543,CVE-2018-8210,Windows Remote Code Execution Vulnerability
Windows 10 Version 1803 for 32-bit Systems,4284835,11497,CVE-2018-8211,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1803 for x64-based Systems,4284835,11498,CVE-2018-8211,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows Server, version 1803  (Server Core Installation),4284835,11499,CVE-2018-8211,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1703 for 32-bit Systems,4284874,10951,CVE-2018-8211,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1703 for x64-based Systems,4284874,10952,CVE-2018-8211,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4284880,10852,CVE-2018-8211,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1607 for x64-based Systems,4284880,10853,CVE-2018-8211,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1709 for 32-bit Systems,4284819,11453,CVE-2018-8211,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1709 for x64-based Systems,4284819,11454,CVE-2018-8211,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows Server, version 1709  (Server Core Installation),4284819,11466,CVE-2018-8211,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1803 for 32-bit Systems,4284835,11497,CVE-2018-8212,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1803 for x64-based Systems,4284835,11498,CVE-2018-8212,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1703 for 32-bit Systems,4284874,10951,CVE-2018-8212,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1703 for x64-based Systems,4284874,10952,CVE-2018-8212,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 for 32-bit Systems,4284860,10729,CVE-2018-8212,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 for x64-based Systems,4284860,10735,CVE-2018-8212,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4284880,10852,CVE-2018-8212,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1607 for x64-based Systems,4284880,10853,CVE-2018-8212,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows Server 2016,4284880,10816,CVE-2018-8212,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows Server 2016  (Server Core installation),4284880,10855,CVE-2018-8212,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows Server, version 1803  (Server Core Installation),4284835,11499,CVE-2018-8212,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1709 for 32-bit Systems,4284819,11453,CVE-2018-8212,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1709 for x64-based Systems,4284819,11454,CVE-2018-8212,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows Server, version 1709  (Server Core Installation),4284819,11466,CVE-2018-8212,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1803 for 32-bit Systems,4284835,11497,CVE-2018-8213,Windows Remote Code Execution Vulnerability
Windows 10 Version 1803 for x64-based Systems,4284835,11498,CVE-2018-8213,Windows Remote Code Execution Vulnerability
Windows 10 Version 1703 for 32-bit Systems,4284874,10951,CVE-2018-8213,Windows Remote Code Execution Vulnerability
Windows 10 Version 1703 for x64-based Systems,4284874,10952,CVE-2018-8213,Windows Remote Code Execution Vulnerability
Windows 10 Version 1709 for 32-bit Systems,4284819,11453,CVE-2018-8213,Windows Remote Code Execution Vulnerability
Windows 10 Version 1709 for x64-based Systems,4284819,11454,CVE-2018-8213,Windows Remote Code Execution Vulnerability
Windows Server, version 1709  (Server Core Installation),4284819,11466,CVE-2018-8213,Windows Remote Code Execution Vulnerability
Windows 10 for 32-bit Systems,4284860,10729,CVE-2018-8213,Windows Remote Code Execution Vulnerability
Windows 10 for x64-based Systems,4284860,10735,CVE-2018-8213,Windows Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4284880,10852,CVE-2018-8213,Windows Remote Code Execution Vulnerability
Windows 10 Version 1607 for x64-based Systems,4284880,10853,CVE-2018-8213,Windows Remote Code Execution Vulnerability
Windows Server 2016,4284880,10816,CVE-2018-8213,Windows Remote Code Execution Vulnerability
Windows Server 2016  (Server Core installation),4284880,10855,CVE-2018-8213,Windows Remote Code Execution Vulnerability
Windows Server, version 1803  (Server Core Installation),4284835,11499,CVE-2018-8213,Windows Remote Code Execution Vulnerability
Windows Server, version 1709  (Server Core Installation),4284819,11466,CVE-2018-8214,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows 10 Version 1703 for 32-bit Systems,4284874,10951,CVE-2018-8214,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows 10 Version 1703 for x64-based Systems,4284874,10952,CVE-2018-8214,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows 10 Version 1803 for 32-bit Systems,4284835,11497,CVE-2018-8214,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows 10 Version 1803 for x64-based Systems,4284835,11498,CVE-2018-8214,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows Server, version 1803  (Server Core Installation),4284835,11499,CVE-2018-8214,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows 10 Version 1709 for 32-bit Systems,4284819,11453,CVE-2018-8214,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows 10 Version 1709 for x64-based Systems,4284819,11454,CVE-2018-8214,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4284880,10852,CVE-2018-8214,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows 10 Version 1607 for x64-based Systems,4284880,10853,CVE-2018-8214,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows Server 2016,4284880,10816,CVE-2018-8214,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows Server 2016  (Server Core installation),4284880,10855,CVE-2018-8214,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows 10 Version 1703 for 32-bit Systems,4284874,10951,CVE-2018-8215,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1703 for x64-based Systems,4284874,10952,CVE-2018-8215,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1709 for 32-bit Systems,4284819,11453,CVE-2018-8215,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1709 for x64-based Systems,4284819,11454,CVE-2018-8215,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows Server, version 1709  (Server Core Installation),4284819,11466,CVE-2018-8215,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 for 32-bit Systems,4284860,10729,CVE-2018-8215,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 for x64-based Systems,4284860,10735,CVE-2018-8215,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4284880,10852,CVE-2018-8215,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1607 for x64-based Systems,4284880,10853,CVE-2018-8215,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows Server 2016,4284880,10816,CVE-2018-8215,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows Server 2016  (Server Core installation),4284880,10855,CVE-2018-8215,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1803 for 32-bit Systems,4284835,11497,CVE-2018-8215,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1803 for x64-based Systems,4284835,11498,CVE-2018-8215,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows Server, version 1803  (Server Core Installation),4284835,11499,CVE-2018-8215,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1703 for 32-bit Systems,4284874,10951,CVE-2018-8216,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1703 for x64-based Systems,4284874,10952,CVE-2018-8216,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 for 32-bit Systems,4284860,10729,CVE-2018-8216,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 for x64-based Systems,4284860,10735,CVE-2018-8216,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4284880,10852,CVE-2018-8216,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1607 for x64-based Systems,4284880,10853,CVE-2018-8216,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows Server 2016,4284880,10816,CVE-2018-8216,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows Server 2016  (Server Core installation),4284880,10855,CVE-2018-8216,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1703 for 32-bit Systems,4284874,10951,CVE-2018-8217,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1703 for x64-based Systems,4284874,10952,CVE-2018-8217,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 for 32-bit Systems,4284860,10729,CVE-2018-8217,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 for x64-based Systems,4284860,10735,CVE-2018-8217,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4284880,10852,CVE-2018-8217,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
